Book ID,Title,Subtitle,Author,Publisher,Book Type ID,Note,ISBN,Compiler,Last Update Date,Add Date
7,심리학에 물든 부족한 기독교,NULL,옥성호,부흥과 개혁사,1,NULL,978-89-6092-008-8,NULL,2010-04-04 00:00:00.000,2010-04-04 00:00:00.000
8,어? 성경이 읽어지네,NULL,이애실,성경방,7,NULL,NULL,NULL,2010-01-16 00:00:00.000,2010-01-16 00:00:00.000
10,그리고 천사들도 침묵했다,예수 그리스도의 마지막 한 주간,매스루카도,생명의 샘,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-25 00:00:00.000
11,기도의 비상사태,NULL,김준곤,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
12,강청기도의 능력,NULL,강준민,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
13,고통에는 뜻이 있다,NULL,옥한흠,두란노서원,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-03 00:00:00.000
14,기도는 전투다,NULL,피터와그너,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
15,그럴수도 있지,NULL,안인숙,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
16,감옥생활에서 찬송생활로,NULL,멀린캐로더스,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
17,감추어진 보화,NULL,이윤영,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
18,구하는자의 은혜,NULL,국민일보사,국민일보사,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
19,교리묵상 마음지킴,NULL,김남준,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
20,그 이름 예수,예수 그리스도에 관한 가장 정제된 메세지,브래넌매닝,토기장이,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-03 00:00:00.000
21,날마다 기막힌 새벽,새벽마다 쏟아지는 주체할 수 없는 은혜,김동호,규장,1,NULL,89-7046-525-1,NULL,2010-04-11 00:00:00.000,2010-04-11 00:00:00.000
22,나는 여자목사가 되고싶다,NULL,한국장로교,한국장로교,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
23,넘어짐의 은혜,NULL,NULL,좋은씨앗,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
24,나는 찾고 놀랐다,NULL,NULL,태백기도원,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
25,내가 거듭나야 하리라,NULL,이현수,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
26,내가 이렇게 행복한 이유,NULL,노하덕,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
27,"내가 본 홍정길 목사 ",NULL,강경민,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
28,나는 감히 아버지를 신이라 부르게 되었다.,NULL,빌퀴스쉬이크,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
29,내가 찾은 하나님,NULL,정석기,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
30,내게 행복을 주는 사람,NULL,김동호,한언,1,NULL,89-5596-041-7,NULL,2010-04-11 00:00:00.000,2010-04-11 00:00:00.000
31,아침은 늘 눈부시다,NULL,김복남,두란노,1,NULL,89-531-0391-6,NULL,2010-03-14 00:00:00.000,2010-03-14 00:00:00.000
32,나와 하나님,NULL,대천덕,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
33,낮은데로 임하소서,NULL,이청준,믿음의 글들,8,NULL,NULL,NULL,2010-02-21 00:00:00.000,2010-02-21 00:00:00.000
34,"말씀이 너무너무 좋아서 ",1200절 성경암송 이슬비 장로의 암송 바이블,여운학,규장,1,NULL,89-7046-340-2,NULL,2010-06-13 00:00:00.000,2010-06-13 00:00:00.000
35,멈출수 없는 하늘의 열정,NULL,정진호,규장,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-03 00:00:00.000
36,갈대상자,보이지 않는 길을 따라서,이영애,두란노,1,NULL,89-531-0391-6-03230,NULL,2010-06-13 00:00:00.000,2010-06-13 00:00:00.000
37,휠체어에서 보는 세상,NULL,송명희,NULL,1,NULL,NULL,NULL,2010-01-09 00:00:00.000,2010-01-09 00:00:00.000
39,날마다 큐티하는 여자,NULL,김양재,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
40,"내갈길 멀고 험해도 ",NULL,이드보라,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
41,내가 산을 향하여 눈을 들리라,NULL,원종옥,NULL,1,NULL,NULL,NULL,2010-02-06 00:00:00.000,2010-02-06 00:00:00.000
42,내가 주님의 일을 했더니,NULL,안국선,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
43,당신이 영웅입니다,NULL,한예찬,산하,1,NULL,NULL,NULL,2010-03-14 00:00:00.000,2010-03-14 00:00:00.000
44,당신은 죽어요 그런데 안죽어요,NULL,안이숙,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
45,디지털 시편 23편,황성주 박사의 전인치유,황성주,호도애,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-03 00:00:00.000
46,돌베개,NULL,기철환,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
47,더 패션오브 지저스 크라이스트,NULL,존파이퍼,규장,1,NULL,89-7046-944-3-03230,NULL,2010-04-11 00:00:00.000,2010-04-11 00:00:00.000
48,무엇을 기도할까,NULL,옥한음,두란노,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-03 00:00:00.000
49,"문제성도, 이렇게 대하십시오",NULL,잭하일스,두란노,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-03 00:00:00.000
50,민족화합의 기도,NULL,정근모,국민일보사,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-03 00:00:00.000
51,"믿음의 글들,나의 고백",NULL,이재철,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
52,머뭇거리는 사람들,NULL,김효겸,보이스사,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-03 00:00:00.000
53,"묵상,말씀을 향해 바로서기",NULL,존파이퍼,좋은씨앗,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-03 00:00:00.000
54,마음의 혁명,NULL,클리포드 윌리엄스,그루터기하우스,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-03 00:00:00.000
55,마음한번 쉬어가게나,NULL,맥스 루게이도,두란노,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-03 00:00:00.000
56,마르틴 부버,NULL,남정길,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
57,베드로 엽서,NULL,김경진,쿰란 출판사,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-03 00:00:00.000
58,빛으로 소금으로,NULL,고무송,두란노서원,1,NULL,NULL,NULL,2010-02-03 00:00:00.000,2010-02-03 00:00:00.000
59,벼랑끝에서 웃게하시는 하나님의 은혜,NULL,강준민,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
60,비밀,NULL,강준민,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
61,불행이란 없다,NULL,폴투르니에,두란노,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-03 00:00:00.000
62,방패기도,NULL,피터와그너,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
63,바닥에서 살아도 하늘을 본다,NULL,김진홍,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
64,밥짓는 시인 퍼주는 사랑,NULL,최일도,동아일보사,2,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-03 00:00:00.000
65,부르심,NULL,김태권,규장,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-03 00:00:00.000
66,백악관을 기도실로 만든 대통령 링컨,NULL,전광,생명의 말씀사,1,NULL,NULL,NULL,2010-04-11 00:00:00.000,2010-04-11 00:00:00.000
67,빌라도의 보고서,NULL,NULL,아가페,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
68,바나바,NULL,존슬로안,가이드포스트,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-03 00:00:00.000
69,성령체험의 비결,NULL,이재범,보이스사,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-03 00:00:00.000
70,하나님의 쳥년은 시대를 탓하지 않는다,NULL,이승장,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
72,성령인의 기름 부으심,NULL,베니힌,열린책들,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-03 00:00:00.000
73,사랑 그 놀라운 생명,NULL,이용주,예수전도단,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-03 00:00:00.000
75,신앙의 금메달 리스트 83인,NULL,이남종,만나,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-03 00:00:00.000
77,성경적인 마음치유,NULL,윤성주,영문,1,NULL,89-8487-203-2,NULL,2010-06-13 00:00:00.000,2010-06-13 00:00:00.000
78,사랑하는 마음,NULL,이성훈,은혜문화,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-02-08 00:00:00.000
79,수용소의 노래,NULL,강철환,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
80,새벽을 깨우리로다,NULL,김진홍,홍성사,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-03 00:00:00.000
81,사랑은 죽음같이 강하고,NULL,김성일,홍성사,1,NULL,NULL,NULL,2010-02-12 00:00:00.000,2010-02-12 00:00:00.000
82,사랑은 언제나 오래 참고,NULL,김성일,홍성사,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-03 00:00:00.000
83,"사랑,그것은 빵을 만들때 들어가는 밀가루와 같습니다",NULL,후안까를로스,만나,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-02-08 00:00:00.000
85,새벽 예배자,NULL,전병욱,규장,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-03 00:00:00.000
86,"성령의 학교 ",NULL,최형섭,예수전도단,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-03 00:00:00.000
87,사랑에 빚진 자,NULL,최태섭,아가페,8,NULL,NULL,NULL,2010-02-03 00:00:00.000,2010-02-03 00:00:00.000
88,하나님은 순악질이레이,NULL,장성룡,숨쉬는 책,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-03 00:00:00.000
89,사랑을 받는 이보다 주게하소서,NULL,"김보희 ",NULL,8,NULL,NULL,NULL,2010-02-03 00:00:00.000,2010-02-03 00:00:00.000
90,아름다운 내일을 여는 213가지 이야기,NULL,임한창,국민일보,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-03 00:00:00.000
91,이교주에서 기독교주로,NULL,김학주,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
92,은혜의 지배,NULL,김서택,규장,16,NULL,NULL,NULL,2010-02-03 00:00:00.000,2010-02-03 00:00:00.000
93,은사를 발견하라,NULL,피터와그너,규장,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-03 00:00:00.000
94,아브라함 하나님의 친구,NULL,헨리블랙가비,요단,1,NULL,NULL,NULL,2010-02-03 00:00:00.000,2010-02-03 00:00:00.000
95,영적언어의 아름다움,NULL,잭헤어포트,엘만,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-03 00:00:00.000
96,오늘을 사는 그리스도인,NULL,이동진,베드로 서원,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-03 00:00:00.000
97,어둠을 비추는 한쌍의 촛불,NULL,"강영우, 석은옥",종로서적,1,NULL,NULL,NULL,2010-04-11 00:00:00.000,2010-04-11 00:00:00.000
98,어느 구도자에게 보내는 편지,NULL,이기브스,NULL,1,NULL,NULL,NULL,2010-01-15 00:00:00.000,2010-01-15 00:00:00.000
99,예수님을 기다리는 삶,NULL,황두용,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
100,영원한 만남의 기도,NULL,김영채,삼일서적,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-03 00:00:00.000
101,어머니의 기도,NULL,강준민,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
102,이름없이 빛도 없이,NULL,강준민,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
103,이밥먹고 밥이되어,NULL,최일도,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
104,아무것도 염려하지 말라,NULL,조이스마이어,두란노,1,NULL,89-531-0014-3,NULL,2010-04-11 00:00:00.000,2010-04-11 00:00:00.000
105,이 여인들을 쓰셨습니다,NULL,앨리스매튜,기독교문사,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-03 00:00:00.000
106,위대한 그리스도인의 간증,NULL,제임스헤플리,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
107,역설로 살아가는 행복,NULL,이동원,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
108,알타비스터의 십자가,NULL,박남진,청우,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-03 00:00:00.000
109,"영적성장, 이렇게 시작하십시오",NULL,스태포드,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
110,역경의 열매 너와 함께하리라,NULL,국민일보사,국민일보사,8,NULL,NULL,NULL,2010-02-03 00:00:00.000,2010-02-03 00:00:00.000
111,위대한 신앙 83인의 이야기,NULL,이남종,하늘기획,8,NULL,NULL,NULL,2010-02-07 00:00:00.000,2010-02-07 00:00:00.000
112,예수는 평신도였다,NULL,정진호,홍성사,1,NULL,89-365-0648-x,NULL,2011-06-12 00:00:00.000,2010-01-03 00:00:00.000
113,아는만큼 누리는 예배,NULL,송인규,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
114,인생은 예행연습없는 마라톤이야,NULL,이영호,민예원,8,NULL,NULL,NULL,2010-02-03 00:00:00.000,2010-02-03 00:00:00.000
116,이렇게 깊은뜻이,NULL,구장희,예형커뮤니케이션,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-03 00:00:00.000
117,와이 미?,NULL,김춘근,베드로서원,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-03 00:00:00.000
118,외길가게 하소서,NULL,김계화,쿰란 출판사,1,NULL,NULL,NULL,2011-06-12 00:00:00.000,2010-01-03 00:00:00.000
119,"주의 말씀,내기도가 되어",NULL,베스모어,좋은씨앗,2,NULL,89-5874-016-7,NULL,2010-06-13 00:00:00.000,2010-06-13 00:00:00.000
120,"주여,왜?",NULL,김형민,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
121,주여 뜻대로 이루소서,NULL,조용기,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
122,"절망은 가라, 나는 달린다",NULL,문영용,기독신문사,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-03 00:00:00.000
123,정금같이 나오리라,NULL,김진홍,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
124,정직한 장막은 흥한다,NULL,김동호,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
125,처음사랑,NULL,빌브래히트,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
126,"치유의 꿈, 루카스이야기",NULL,정진호,홍성사,1,NULL,NULL,NULL,2010-02-28 00:00:00.000,2010-02-28 00:00:00.000
127,찬송생활의 권능,NULL,멀린캐로더스,보이스사,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-03 00:00:00.000
128,"천국,혼자갈순 없잖아요",NULL,김길복,예찬사,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-03 00:00:00.000
129,축복의 통로가 되라,NULL,박헌성,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
130,타인의 창,NULL,김정자,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
131,땅끝까지 이 걸음으로,NULL,이기반,과학과 예술,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-03 00:00:00.000
132,떡의 전쟁,NULL,정진호,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
133,땅에 쓰신 글씨,NULL,마이클카드,IVP,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-03 00:00:00.000
135,꿈을 주시는 분,NULL,브루스윌킨스,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
136,삘름새를 위한 서곡,NULL,장자용,두란노,1,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-03 00:00:00.000
137,"빼앗길수 없는 축복,자유",NULL,베스모어,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
138,하나님이 고치지 못할 사람은 없다,NULL,박효진,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
139,헨리나우웬의 영성편지,영적 삶이 무엇인지 묻는 이들에게,윤종석,복있는 사람,1,NULL,NULL,NULL,2010-02-07 00:00:00.000,2010-02-07 00:00:00.000
140,하나님이 찾으시는 사람,NULL,홍성진,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
142,"하나님, 엄변호삽니다",NULL,엄변호,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
143,하나님의 빽으로 세상과 맞짱뜬다,NULL,원베네릭트,상상북스,1,NULL,NULL,NULL,2010-02-03 00:00:00.000,2010-02-03 00:00:00.000
145,"하나님, 정말 당신이십니까?",하나님의 음성을 듣는 법,로렌커닝햄,예수전도단,1,NULL,89-85289-10-1,NULL,2010-06-13 00:00:00.000,2010-06-13 00:00:00.000
146,화술의 달인 예수,NULL,"지드,매드피인드",NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
147,하나님의 소원을 이루기위하여,NULL,김춘근,NULL,1,NULL,89-7419-160-1,NULL,2010-07-04 00:00:00.000,2010-07-04 00:00:00.000
150,하나님이 이끄시는 기적,NULL,헨리블랙가비,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
151,하나님을 기쁘시게하는 믿음,NULL,Dave dueff,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
152,흙속의 빛,NULL,NULL,여운사,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
153,흐르는 강물처럼 그렇게 살고 싶어,NULL,한기원,혜선,8,NULL,NULL,NULL,2010-02-03 00:00:00.000,2010-02-03 00:00:00.000
154,하나님의 요새,NULL,프랜시스프랜짓팬,NULL,1,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
155,하나님의 보좌를 움직이는 기도 1,NULL,박종훈,NULL,1,NULL,NULL,NULL,2010-02-06 00:00:00.000,2010-02-06 00:00:00.000
156,제자훈련열정 30년 그 뒤안길의 이야기,NULL,옥한흠,NULL,2,NULL,NULL,NULL,2010-01-25 00:00:00.000,2010-01-25 00:00:00.000
157,기질학습과 영적성숙,NULL,손경구,NULL,2,NULL,NULL,NULL,2010-01-18 00:00:00.000,2010-01-18 00:00:00.000
158,제직훈련 가이드,NULL,임택진,NULL,2,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
159,참된예배,NULL,죤멕아더,NULL,2,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
160,초보신자 초대석,NULL,이만재,NULL,2,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
161,특별한 원칙,NULL,존오닐,NULL,2,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
162,평신도를 깨운다,지역교회를 위한 제자훈련의 이론과 실제,옥한흠,두란노,2,NULL,NULL,NULL,2010-06-13 00:00:00.000,2010-06-13 00:00:00.000
163,하나님이 기뻐하시는 권찰이 되는길,NULL,박종우,NULL,2,NULL,NULL,NULL,2010-02-05 00:00:00.000,2010-02-05 00:00:00.000
164,나의 우선순위는 하나님 당신입니다,NULL,유성은,두란노,2,NULL,NULL,NULL,2015-09-12 00:00:00.000,2010-01-15 00:00:00.000
165,하나님 앞에 드리기를 힘쓰라,NULL,KOSTA,NULL,2,NULL,NULL,NULL,2010-01-18 00:00:00.000,2010-01-18 00:00:00.000
166,그리스도의 공동체,NULL,하워드스나이더,NULL,3,NULL,NULL,NULL,2010-01-15 00:00:00.000,2010-01-15 00:00:00.000
167,2000년대를 향한 그리스도인의 과제,NULL,KOSTA,NULL,3,NULL,NULL,NULL,2010-01-20 00:00:00.000,2010-01-20 00:00:00.000
168,교회중심의 신앙생활,NULL,김용출,도서출판 영문,3,NULL,NULL,NULL,2010-02-21 00:00:00.000,2010-02-21 00:00:00.000
169,기적을 만든 사람들의 이야기,NULL,연변과학기술대학,NULL,3,NULL,NULL,NULL,2010-01-15 00:00:00.000,2010-01-15 00:00:00.000
170,남자는 인생으로 시를 쓴다,NULL,한홍,NULL,3,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
171,나는 나쁜 장애인이고 싶다,NULL,김장엽,NULL,3,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
172,대인관계 기술을 개발하라,NULL,켄윌리엄스,NULL,3,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
173,목회자와 꼬인 문제 이렇게 풀라,NULL,댄레이런드,NULL,3,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
174,빛내리 교회이야기,NULL,이연길,NULL,3,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
175,다르게 사는 사람들,NULL,윤수종,NULL,3,NULL,NULL,NULL,2010-01-09 00:00:00.000,2010-01-09 00:00:00.000
176,세상을 바꾼 부흥공동체,NULL,한규살,NULL,3,NULL,NULL,NULL,2010-02-05 00:00:00.000,2010-02-05 00:00:00.000
177,서로가 서로를 위하여,NULL,이동원,NULL,3,NULL,NULL,NULL,2010-01-15 00:00:00.000,2010-01-15 00:00:00.000
178,섬김형 인간,NULL,마타니 야스포,NULL,3,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
179,새벽을 깨우는자가 새벽을 지배한다,NULL,유성은,NULL,3,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
180,성공은 나눌수록 커진다,NULL,김광석,NULL,3,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
181,선물,NULL,스팬서존슨,NULL,3,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
182,왜 일하지 않는가,NULL,찰스콘슨,NULL,3,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
183,여성 그리고 오늘에 말한다,NULL,황산성,NULL,3,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
184,영적리더쉽,사람들을 일으켜 하나님 일을 이루게 하라,헨리블랙가비,NULL,3,NULL,NULL,윤종석,2015-09-19 00:00:00.000,2010-01-03 00:00:00.000
185,약한쪽 편들기,장애인의 이야기,손봉호,한국밀알선교단출판부,3,NULL,NULL,NULL,2015-09-19 00:00:00.000,2010-01-03 00:00:00.000
186,일터에 사랑,NULL,토나캄폴로,NULL,3,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
187,이랜드 사람들,NULL,"남동희 ",NULL,3,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
188,작업복 차림의 하나님,NULL,테리이서,NULL,3,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
189,직업과 하나님,NULL,래래피바디,NULL,3,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
190,"꿈꾸는 민족공동체,화해된 민족공동체",NULL,KOSTA,NULL,3,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
191,1초를 잡아라,NULL,삼성경제연구소,삼성경제연구소,3,NULL,NULL,NULL,2010-01-22 00:00:00.000,2010-01-22 00:00:00.000
192,한동대 사람들,NULL,김영길,NULL,3,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
193,사람을 일으키는 가장 큰 힘 격려,NULL,케빈 밀러,NULL,4,NULL,NULL,NULL,2010-02-05 00:00:00.000,2010-02-05 00:00:00.000
194,교회에서 상처받은 영혼의 치유,NULL,켄 블루,NULL,4,NULL,NULL,NULL,2010-01-18 00:00:00.000,2010-01-18 00:00:00.000
195,고난 행복한 선택,NULL,제임스 에머슨,NULL,4,NULL,NULL,NULL,2010-01-15 00:00:00.000,2010-01-15 00:00:00.000
196,격동의 십대들,NULL,제임스 돕슨,NULL,4,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
197,내면세계의 질서와 영적성장,NULL,고든 맥도날드,NULL,4,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
198,문제아반의 꼭지들,NULL,고교 교사 31인,NULL,4,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
199,어린아이의 일을 버리라,NULL,데이빗 A 씨맨즈,NULL,4,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
200,부모를 용서하기 나를 용서하기,NULL,데이빗 스톱,NULL,4,NULL,NULL,NULL,2010-02-08 00:00:00.000,2010-02-08 00:00:00.000
201,상한 감정의 치유,NULL,데이빗 A 씨맨즈,NULL,4,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
202,사이버 공간의 유혹에서 우리아이 지키기,NULL,도나 라이스 휴스,NULL,4,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
203,자라지 않는아이,NULL,펄벅,NULL,4,NULL,NULL,NULL,2010-01-03 00:00:00.000,2010-01-03 00:00:00.000
204,십대 119자녀 상담실,NULL,제임스 딥슨,NULL,4,NULL,NULL,NULL,2010-01-15 00:00:00.000,2010-01-15 00:00:00.000
